Watford, 4, 0, ??,-1,-1,??,4, 3, Watford,2, 0, Brighton, 3, 6, Burnley,1, 3, Watford, 3, 9, Watford,2, 1, Crystal Palace, 2, 12, Watford,2, 1, Tottenham, 3, 12, Watford,1, 2, Man United, 3, 13, Fulham,1, 1, Watford, 5, 13, Arsenal,2, 0, Watford, 8, 13, Watford,0, 4, Bournemouth, 6, 16, Wolves,0, 2, Watford, 6, 19, Watford,3, 0, Huddersfield, 7, 19, Newcastle,1, 0, Watford, 6, 20, Southampton,1, 1, Watford, 8, 20, Watford,0, 3, Liverpool, 9, 20, Leicester,2, 0, Watford, 10, 20, Watford,1, 2, Man City, 11, 21, Everton,2, 2, Watford, 9, 24, Watford,3, 2, Cardiff, 6, 27, West Ham,0, 2, Watford, 9, 27, Watford,1, 2, Chelsea, 9, 27, ??,-1,-1,??,8, 28, Watford,1, 1, Newcastle, 7, 29, Bournemouth,3, 3, Watford, 6, 32, Crystal Palace,1, 2, Watford, 6, 33, Watford,0, 0, Burnley, 8, 33, Tottenham,2, 1, Watford, 7, 34, Brighton,0, 0, Watford, 7, 37, Watford,1, 0, Everton, 6, 40, Cardiff,1, 5, Watford, 7, 40, Liverpool,5, 0, Watford, 7, 43, Watford,2, 1, Leicester, 7, 43, Man City,3, 1, Watford, 7, 44, Watford,1, 1, Southampton, 8, 44, Man United,2, 1, Watford, 8, 47, Watford,4, 1, Fulham, 8, 47, Watford,0, 1, Arsenal, 7, 50, Huddersfield,1, 2, Watford, 9, 50, Watford,1, 2, Wolves, 9, 50, Chelsea,3, 0, Watford, 10, 50, Watford,1, 4, West Ham, 10, 50, ??,-1,-1,??,
Crystal Palace, 3, 0, ??,-1,-1,??,3, 3, Fulham,0, 2, Crystal Palace, 9, 3, Crystal Palace,0, 2, Liverpool, 9, 3, Watford,2, 1, Crystal Palace, 14, 3, Crystal Palace,0, 2, Southampton, 11, 6, Huddersfield,0, 1, Crystal Palace, 10, 7, Crystal Palace,0, 0, Newcastle, 12, 7, Bournemouth,2, 1, Crystal Palace, 13, 7, Crystal Palace,0, 1, Wolves, 14, 7, Everton,2, 0, Crystal Palace, 13, 8, Crystal Palace,2, 2, Arsenal, 13, 8, Chelsea,3, 1, Crystal Palace, 15, 8, Crystal Palace,0, 1, Tottenham, 15, 9, Man United,0, 0, Crystal Palace, 13, 12, Crystal Palace,2, 0, Burnley, 14, 12, Brighton,3, 1, Crystal Palace, 15, 12, West Ham,3, 2, Crystal Palace, 14, 15, Crystal Palace,1, 0, Leicester, 13, 18, Man City,2, 3, Crystal Palace, 13, 19, Crystal Palace,0, 0, Cardiff, 13, 19, ??,-1,-1,??,13, 19, Crystal Palace,0, 1, Chelsea, 13, 22, Wolves,0, 2, Crystal Palace, 13, 22, Crystal Palace,1, 2, Watford, 13, 22, Liverpool,4, 3, Crystal Palace, 14, 23, Southampton,1, 1, Crystal Palace, 13, 26, Crystal Palace,2, 0, Fulham, 12, 27, Crystal Palace,1, 1, West Ham, 12, 30, Leicester,1, 4, Crystal Palace, 13, 30, Crystal Palace,1, 3, Man United, 12, 33, Burnley,1, 3, Crystal Palace, 13, 33, Crystal Palace,1, 2, Brighton, 13, 33, Tottenham,2, 0, Crystal Palace, 12, 36, Crystal Palace,2, 0, Huddersfield, 11, 39, Newcastle,0, 1, Crystal Palace, 12, 39, Crystal Palace,1, 3, Man City, 11, 42, Arsenal,2, 3, Crystal Palace, 11, 43, Crystal Palace,0, 0, Everton, 11, 46, Cardiff,2, 3, Crystal Palace, 11, 49, Crystal Palace,5, 3, Bournemouth, 11, 49, ??,-1,-1,??,
Newcastle, 13, 0, ??,-1,-1,??,13, 0, Newcastle,1, 2, Tottenham, 11, 1, Cardiff,0, 0, Newcastle, 15, 1, Newcastle,1, 2, Chelsea, 17, 1, Man City,2, 1, Newcastle, 18, 1, Newcastle,1, 2, Arsenal, 17, 2, Crystal Palace,0, 0, Newcastle, 17, 2, Newcastle,0, 2, Leicester, 18, 2, Man United,3, 2, Newcastle, 19, 2, Newcastle,0, 1, Brighton, 18, 3, Southampton,0, 0, Newcastle, 16, 6, Newcastle,1, 0, Watford, 13, 9, Newcastle,2, 1, Bournemouth, 12, 12, Burnley,1, 2, Newcastle, 14, 12, Newcastle,0, 3, West Ham, 13, 13, Everton,1, 1, Newcastle, 14, 13, Newcastle,1, 2, Wolves, 13, 16, Huddersfield,0, 1, Newcastle, 14, 17, Newcastle,0, 0, Fulham, 14, 17, Liverpool,4, 0, Newcastle, 14, 17, ??,-1,-1,??,14, 18, Watford,1, 1, Newcastle, 14, 18, Newcastle,0, 2, Man United, 17, 18, Chelsea,2, 1, Newcastle, 16, 21, Newcastle,3, 0, Cardiff, 13, 24, Newcastle,2, 1, Man City, 14, 24, Tottenham,1, 0, Newcastle, 15, 25, Wolves,1, 1, Newcastle, 14, 28, Newcastle,2, 0, Huddersfield, 12, 31, Newcastle,2, 0, Burnley, 13, 31, West Ham,2, 0, Newcastle, 12, 34, Newcastle,3, 2, Everton, 12, 35, Bournemouth,2, 2, Newcastle, 13, 35, Arsenal,2, 0, Newcastle, 14, 35, Newcastle,0, 1, Crystal Palace, 14, 38, Leicester,0, 1, Newcastle, 12, 41, Newcastle,3, 1, Southampton, 12, 42, Brighton,1, 1, Newcastle, 13, 42, Newcastle,2, 3, Liverpool, 12, 45, Fulham,0, 4, Newcastle, 12, 45, ??,-1,-1,??,
Bournemouth, 2, 0, ??,-1,-1,??,2, 3, Bournemouth,2, 0, Cardiff, 5, 6, West Ham,1, 2, Bournemouth, 5, 7, Bournemouth,2, 2, Everton, 5, 7, Chelsea,2, 0, Bournemouth, 4, 10, Bournemouth,4, 2, Leicester, 7, 10, Burnley,4, 0, Bournemouth, 6, 13, Bournemouth,2, 1, Crystal Palace, 5, 16, Watford,0, 4, Bournemouth, 5, 17, Bournemouth,0, 0, Southampton, 5, 20, Fulham,0, 3, Bournemouth, 5, 20, Bournemouth,1, 2, Man United, 5, 20, Newcastle,2, 1, Bournemouth, 7, 20, Bournemouth,1, 2, Arsenal, 8, 20, Man City,3, 1, Bournemouth, 6, 23, Bournemouth,2, 1, Huddersfield, 7, 23, Bournemouth,0, 4, Liverpool, 10, 23, Wolves,2, 0, Bournemouth, 7, 26, Bournemouth,2, 0, Brighton, 11, 26, Tottenham,5, 0, Bournemouth, 11, 26, ??,-1,-1,??,11, 26, Man United,4, 1, Bournemouth, 11, 27, Bournemouth,3, 3, Watford, 11, 27, Everton,2, 0, Bournemouth, 11, 30, Bournemouth,2, 0, West Ham, 9, 33, Bournemouth,4, 0, Chelsea, 9, 33, Cardiff,2, 0, Bournemouth, 10, 33, Liverpool,3, 0, Bournemouth, 9, 34, Bournemouth,1, 1, Wolves, 11, 34, Arsenal,5, 1, Bournemouth, 11, 34, Bournemouth,0, 1, Man City, 11, 37, Huddersfield,0, 2, Bournemouth, 11, 38, Bournemouth,2, 2, Newcastle, 11, 38, Leicester,2, 0, Bournemouth, 12, 38, Bournemouth,1, 3, Burnley, 11, 41, Brighton,0, 5, Bournemouth, 13, 41, Bournemouth,0, 1, Fulham, 13, 42, Southampton,3, 3, Bournemouth, 12, 45, Bournemouth,1, 0, Tottenham, 13, 45, Crystal Palace,5, 3, Bournemouth, 13, 45, ??,-1,-1,??,
Burnley, 11, 0, ??,-1,-1,??,11, 1, Southampton,0, 0, Burnley, 14, 1, Burnley,1, 3, Watford, 17, 1, Fulham,4, 2, Burnley, 18, 1, Burnley,0, 2, Man United, 19, 1, Wolves,1, 0, Burnley, 15, 4, Burnley,4, 0, Bournemouth, 11, 7, Cardiff,1, 2, Burnley, 11, 8, Burnley,1, 1, Huddersfield, 12, 8, Man City,5, 0, Burnley, 14, 8, Burnley,0, 4, Chelsea, 14, 8, West Ham,4, 2, Burnley, 14, 9, Leicester,0, 0, Burnley, 16, 9, Burnley,1, 2, Newcastle, 18, 9, Crystal Palace,2, 0, Burnley, 18, 9, Burnley,1, 3, Liverpool, 16, 12, Burnley,1, 0, Brighton, 17, 12, Tottenham,1, 0, Burnley, 17, 12, Arsenal,3, 1, Burnley, 17, 12, Burnley,1, 5, Everton, 17, 12, ??,-1,-1,??,17, 15, Burnley,2, 0, West Ham, 15, 18, Huddersfield,1, 2, Burnley, 14, 21, Burnley,2, 1, Fulham, 15, 22, Watford,0, 0, Burnley, 16, 23, Man United,2, 2, Burnley, 16, 24, Burnley,1, 1, Southampton, 14, 27, Brighton,1, 3, Burnley, 13, 30, Burnley,2, 1, Tottenham, 14, 30, Newcastle,2, 0, Burnley, 15, 30, Burnley,1, 3, Crystal Palace, 16, 30, Liverpool,4, 2, Burnley, 17, 30, Burnley,1, 2, Leicester, 16, 33, Burnley,2, 0, Wolves, 13, 36, Bournemouth,1, 3, Burnley, 13, 39, Burnley,2, 0, Cardiff, 14, 40, Chelsea,2, 2, Burnley, 14, 40, Burnley,0, 1, Man City, 14, 40, Everton,2, 0, Burnley, 14, 40, Burnley,1, 3, Arsenal, 14, 40, ??,-1,-1,??,
Southampton, 10, 0, ??,-1,-1,??,10, 1, Southampton,0, 0, Burnley, 12, 1, Everton,2, 1, Southampton, 16, 1, Southampton,1, 2, Leicester, 11, 4, Crystal Palace,0, 2, Southampton, 12, 5, Southampton,2, 2, Brighton, 13, 5, Liverpool,3, 0, Southampton, 15, 5, Wolves,2, 0, Southampton, 15, 5, Southampton,0, 3, Chelsea, 15, 6, Bournemouth,0, 0, Southampton, 15, 7, Southampton,0, 0, Newcastle, 15, 7, Man City,6, 1, Southampton, 16, 8, Southampton,1, 1, Watford, 17, 8, Fulham,3, 2, Southampton, 17, 9, Southampton,2, 2, Man United, 17, 9, Tottenham,3, 1, Southampton, 18, 9, Cardiff,1, 0, Southampton, 16, 12, Southampton,3, 2, Arsenal, 15, 15, Huddersfield,1, 3, Southampton, 15, 15, Southampton,1, 2, West Ham, 15, 15, ??,-1,-1,??,16, 15, Southampton,1, 3, Man City, 17, 16, Chelsea,0, 0, Southampton, 15, 19, Leicester,1, 2, Southampton, 14, 22, Southampton,2, 1, Everton, 15, 23, Southampton,1, 1, Crystal Palace, 15, 24, Burnley,1, 1, Southampton, 17, 24, Southampton,1, 2, Cardiff, 17, 24, Arsenal,2, 0, Southampton, 16, 27, Southampton,2, 0, Fulham, 16, 27, Man United,3, 2, Southampton, 15, 30, Southampton,2, 1, Tottenham, 15, 31, Watford,1, 1, Southampton, 14, 34, Brighton,0, 1, Southampton, 15, 34, Southampton,1, 3, Liverpool, 15, 37, Southampton,3, 1, Wolves, 15, 37, Newcastle,3, 1, Southampton, 15, 38, Southampton,3, 3, Bournemouth, 15, 38, West Ham,3, 0, Southampton, 15, 39, Southampton,1, 1, Huddersfield, 15, 39, ??,-1,-1,??,
Brighton, 16, 0, ??,-1,-1,??,16, 0, Watford,2, 0, Brighton, 10, 3, Brighton,3, 2, Man United, 11, 3, Liverpool,1, 0, Brighton, 13, 4, Brighton,2, 2, Fulham, 13, 5, Southampton,2, 2, Brighton, 12, 5, Brighton,1, 2, Tottenham, 14, 5, Man City,2, 0, Brighton, 12, 8, Brighton,1, 0, West Ham, 11, 11, Newcastle,0, 1, Brighton, 10, 14, Brighton,1, 0, Wolves, 11, 14, Everton,3, 1, Brighton, 11, 14, Cardiff,2, 1, Brighton, 11, 15, Brighton,1, 1, Leicester, 10, 18, Huddersfield,1, 2, Brighton, 9, 21, Brighton,3, 1, Crystal Palace, 12, 21, Burnley,1, 0, Brighton, 12, 21, Brighton,1, 2, Chelsea, 12, 21, Bournemouth,2, 0, Brighton, 12, 22, Brighton,1, 1, Arsenal, 12, 22, ??,-1,-1,??,12, 25, Brighton,1, 0, Everton, 12, 26, West Ham,2, 2, Brighton, 12, 26, Brighton,0, 1, Liverpool, 12, 26, Man United,2, 1, Brighton, 12, 26, Fulham,4, 2, Brighton, 12, 27, Brighton,0, 0, Watford, 13, 27, Brighton,1, 3, Burnley, 15, 27, Chelsea,3, 0, Brighton, 15, 27, Leicester,2, 1, Brighton, 14, 30, Brighton,1, 0, Huddersfield, 14, 33, Crystal Palace,1, 2, Brighton, 14, 33, Brighton,0, 2, Cardiff, 15, 33, Brighton,0, 1, Southampton, 16, 33, Tottenham,1, 0, Brighton, 16, 33, Brighton,0, 5, Bournemouth, 16, 34, Wolves,0, 0, Brighton, 16, 35, Brighton,1, 1, Newcastle, 16, 36, Arsenal,1, 1, Brighton, 16, 36, Brighton,1, 4, Man City, 16, 36, ??,-1,-1,??,
Cardiff, 14, 0, ??,-1,-1,??,14, 0, Bournemouth,2, 0, Cardiff, 15, 1, Cardiff,0, 0, Newcastle, 14, 2, Huddersfield,0, 0, Cardiff, 15, 2, Cardiff,2, 3, Arsenal, 16, 2, Chelsea,4, 1, Cardiff, 18, 2, Cardiff,0, 5, Man City, 18, 2, Cardiff,1, 2, Burnley, 19, 2, Tottenham,1, 0, Cardiff, 16, 5, Cardiff,4, 2, Fulham, 16, 5, Liverpool,4, 1, Cardiff, 18, 5, Cardiff,0, 1, Leicester, 17, 8, Cardiff,2, 1, Brighton, 18, 8, Everton,1, 0, Cardiff, 15, 11, Cardiff,2, 1, Wolves, 15, 11, West Ham,3, 1, Cardiff, 13, 14, Cardiff,1, 0, Southampton, 15, 14, Watford,3, 2, Cardiff, 16, 14, Cardiff,1, 5, Man United, 16, 15, Crystal Palace,0, 0, Cardiff, 16, 15, ??,-1,-1,??,15, 18, Leicester,0, 1, Cardiff, 16, 18, Cardiff,0, 3, Tottenham, 16, 19, Cardiff,0, 0, Huddersfield, 17, 19, Newcastle,3, 0, Cardiff, 17, 19, Arsenal,2, 1, Cardiff, 17, 22, Cardiff,2, 0, Bournemouth, 16, 25, Southampton,1, 2, Cardiff, 16, 25, Cardiff,1, 5, Watford, 17, 25, Cardiff,0, 3, Everton, 17, 25, Wolves,2, 0, Cardiff, 17, 28, Cardiff,2, 0, West Ham, 16, 31, Brighton,0, 2, Cardiff, 17, 31, Cardiff,1, 2, Chelsea, 17, 31, Man City,2, 0, Cardiff, 17, 31, Burnley,2, 0, Cardiff, 17, 31, Cardiff,0, 2, Liverpool, 17, 31, Fulham,1, 0, Cardiff, 17, 31, Cardiff,2, 3, Crystal Palace, 17, 34, Man United,0, 2, Cardiff, 17, 34, ??,-1,-1,??,
Fulham, 15, 0, ??,-1,-1,??,15, 0, Fulham,0, 2, Crystal Palace, 17, 0, Tottenham,3, 1, Fulham, 10, 3, Fulham,4, 2, Burnley, 12, 4, Brighton,2, 2, Fulham, 14, 4, Man City,3, 0, Fulham, 14, 5, Fulham,1, 1, Watford, 16, 5, Everton,3, 0, Fulham, 16, 5, Fulham,1, 5, Arsenal, 17, 5, Cardiff,4, 2, Fulham, 17, 5, Fulham,0, 3, Bournemouth, 19, 5, Huddersfield,1, 0, Fulham, 19, 5, Liverpool,2, 0, Fulham, 19, 8, Fulham,3, 2, Southampton, 19, 8, Chelsea,2, 0, Fulham, 19, 9, Fulham,1, 1, Leicester, 19, 9, Man United,4, 1, Fulham, 19, 9, Fulham,0, 2, West Ham, 19, 10, Newcastle,0, 0, Fulham, 18, 11, Fulham,1, 1, Wolves, 18, 11, ??,-1,-1,??,18, 14, Fulham,1, 0, Huddersfield, 18, 14, Arsenal,4, 1, Fulham, 18, 14, Burnley,2, 1, Fulham, 18, 14, Fulham,1, 2, Tottenham, 18, 17, Fulham,4, 2, Brighton, 18, 17, Crystal Palace,2, 0, Fulham, 18, 17, Fulham,0, 3, Man United, 18, 17, West Ham,3, 1, Fulham, 18, 17, Southampton,2, 0, Fulham, 18, 17, Fulham,1, 2, Chelsea, 18, 17, Leicester,3, 1, Fulham, 18, 17, Fulham,1, 2, Liverpool, 18, 17, Fulham,0, 2, Man City, 18, 17, Watford,4, 1, Fulham, 18, 20, Fulham,2, 0, Everton, 18, 23, Bournemouth,0, 1, Fulham, 18, 26, Fulham,1, 0, Cardiff, 18, 26, Wolves,1, 0, Fulham, 18, 26, Fulham,0, 4, Newcastle, 18, 26, ??,-1,-1,??,
Huddersfield, 18, 0, ??,-1,-1,??,18, 0, Huddersfield,0, 3, Chelsea, 19, 0, Man City,6, 1, Huddersfield, 18, 1, Huddersfield,0, 0, Cardiff, 16, 2, Everton,1, 1, Huddersfield, 17, 2, Huddersfield,0, 1, Crystal Palace, 19, 2, Leicester,3, 1, Huddersfield, 19, 2, Huddersfield,0, 2, Tottenham, 17, 3, Burnley,1, 1, Huddersfield, 18, 3, Huddersfield,0, 1, Liverpool, 19, 3, Watford,3, 0, Huddersfield, 17, 6, Huddersfield,1, 0, Fulham, 18, 7, Huddersfield,1, 1, West Ham, 14, 10, Wolves,0, 2, Huddersfield, 16, 10, Huddersfield,1, 2, Brighton, 16, 10, Bournemouth,2, 1, Huddersfield, 17, 10, Arsenal,1, 0, Huddersfield, 18, 10, Huddersfield,0, 1, Newcastle, 18, 10, Huddersfield,1, 3, Southampton, 19, 10, Man United,3, 1, Huddersfield, 19, 10, ??,-1,-1,??,19, 10, Fulham,1, 0, Huddersfield, 19, 10, Huddersfield,1, 2, Burnley, 19, 11, Cardiff,0, 0, Huddersfield, 19, 11, Huddersfield,0, 3, Man City, 19, 11, Huddersfield,0, 1, Everton, 19, 11, Chelsea,5, 0, Huddersfield, 19, 11, Huddersfield,1, 2, Arsenal, 19, 11, Newcastle,2, 0, Huddersfield, 19, 14, Huddersfield,1, 0, Wolves, 19, 14, Brighton,1, 0, Huddersfield, 19, 14, Huddersfield,0, 2, Bournemouth, 19, 14, West Ham,4, 3, Huddersfield, 19, 14, Crystal Palace,2, 0, Huddersfield, 19, 14, Huddersfield,1, 4, Leicester, 19, 14, Tottenham,4, 0, Huddersfield, 19, 14, Huddersfield,1, 2, Watford, 19, 14, Liverpool,5, 0, Huddersfield, 19, 15, Huddersfield,1, 1, Man United, 19, 16, Southampton,1, 1, Huddersfield, 19, 16, ??,-1,-1,??,
